1000 5000
882 73 89
933 503 68
884 445 61
168 716 23
644 55 46
483 846 42
696 867 12
22 821 2
566 89 31
960 594 92
467 960 84
218 536 80
139 893 41
848 567 55
120 152 98
738 710 38
737 112 18
257 447 29
513 943 47
873 856 2
16 179 79
372 530 6
909 372 15
578 51 81
764 5 54
763 58 27
543 489 89
874 425 89
661 441 30
21 895 42
936 475 12
668 226 55
205 444 28
161 267 10
490 609 16
347 288 31
115 803 51
366 478 5
58 654 91
798 111 79
648 659 38
105 8 7
774 595 49
617 406 48
685 440 67
646 249 65
11 890 40
945 343 46
841 361 65
969 751 12
752 480 52
227 802 86
264 506 70
750 504 92
558 454 48
81 735 8
209 458 80
850 447 88
916 724 6
755 797 78
730 398 94
257 55 3
21 940 46
363 917 47
76 901 22
314 558 57
256 567 14
175 176 48
870 920 2
472 865 48
270 430 42
718 162 49
341 641 96
830 256 72
715 834 9
498 102 25
749 812 37
135 859 38
753 91 62
122 629 77
867 753 49
961 513 35
164 970 71
510 226 86
730 574 26
592 369 63
108 381 99
323 13 29
739 585 93
339 684 94
139 712 79
881 919 43
552 520 10
843 436 52
342 70 41
505 465 31
163 940 57
182 241 10
108 889 2
174 950 85
622 806 89
582 80 9
707 602 43
737 272 72
851 990 3
303 984 61
83 487 44
154 715 100
494 641 94
501 283 3
436 564 96
992 116 96
493 559 39
281 241 23
133 18 18
48 999 33
551 862 48
301 694 57
439 994 87
375 759 54
579 523 82
27 459 74
136 85 67
749 434 77
16 196 15
663 783 75
712 283 32
847 266 63
65 276 44
629 72 98
508 883 81
808 615 42
681 811 1
36 385 69
93 856 35
157 998 7
253 828 25
757 243 44
711 391 50
450 420 85
406 172 14
305 609 83
55 825 11
323 485 4
172 190 92
407 910 8
674 970 3
968 471 19
662 906 32
343 790 24
517 378 17
435 680 81
25 616 83
492 130 8
743 75 73
935 762 65
576 25 86
319 359 83
729 61 13
278 488 50
226 845 69
486 547 46
937 276 22
241 972 94
728 997 99
761 877 99
967 521 20
87 403 94
271 365 81
986 491 14
870 612 37
417 33 13
812 703 46
395 936 15
483 222 49
535 953 47
692 25 60
565 171 20
583 388 7
647 92 64
585 259 71
847 314 95
915 778 88
617 39 58
936 705 41
979 541 56
64 899 69
771 865 57
497 246 25
456 751 87
561 716 6
546 333 28
555 984 13
598 484 28
593 709 25
64 448 80
579 396 16
750 775 52
84 664 65
183 896 89
167 390 34
163 298 24
672 1 32
282 931 36
282 440 4
169 356 5
136 199 61
131 921 23
580 644 88
895 581 34
943 836 21
995 643 94
300 479 57
586 836 31
740 56 42
19 822 91
718 834 78
325 676 96
570 4 63
132 122 92
918 936 11
425 69 38
346 319 21
606 470 100
780 138 52
637 527 75
577 911 39
639 645 29
133 267 19
847 138 8
642 475 99
168 402 11
890 881 79
813 854 78
64 435 82
101 27 92
548 771 93
639 448 4
406 308 51
698 654 89
142 664 55
708 295 24
218 211 13
270 680 73
533 821 91
853 435 16
563 870 15
802 430 89
867 325 73
855 257 39
584 474 76
203 937 17
335 800 12
868 588 46
116 101 82
802 483 78
352 832 58
736 562 75
803 999 45
220 845 20
893 92 79
320 45 99
830 60 81
946 64 42
359 915 31
771 853 95
307 611 50
621 755 97
579 891 36
713 748 73
972 988 53
376 279 55
291 828 60
260 121 31
717 860 41
488 622 13
812 845 5
780 561 59
601 852 30
359 744 23
93 412 14
177 343 9
380 737 98
103 277 90
729 270 28
928 651 55
964 484 22
906 78 66
993 552 9
107 400 21
687 152 97
165 94 80
759 846 97
96 586 71
492 882 42
259 933 32
403 750 40
381 268 92
360 114 25
774 262 43
670 403 73
794 126 9
998 618 4
805 236 56
516 294 12
430 261 23
234 521 77
641 44 33
186 423 25
973 85 20
421 793 92
250 286 16
393 842 87
717 264 53
859 710 84
527 803 4
104 975 24
163 933 32
40 301 35
124 376 73
709 556 79
632 791 52
108 272 3
175 67 84
238 896 70
984 671 13
294 985 78
834 951 58
991 781 52
249 258 39
403 427 34
422 692 100
553 49 43
657 734 98
992 334 73
680 176 55
484 289 5
151 421 66
525 641 89
871 25 71
206 581 70
67 355 58
158 463 10
606 159 63
286 769 28
219 715 33
177 931 71
9 894 14
720 770 15
508 159 85
254 424 39
634 144 78
382 391 18
38 336 78
730 770 34
108 754 29
638 181 40
417 523 23
153 502 10
351 462 96
897 405 90
737 68 98
805 771 66
183 482 38
380 464 10
587 973 78
953 36 69
980 615 77
826 197 87
898 856 30
989 60 32
112 420 39
555 507 41
368 791 46
271 441 12
70 644 74
588 58 65
628 834 60
568 480 21
914 248 12
965 566 73
513 993 22
997 639 83
108 979 7
24 312 33
482 795 88
810 625 38
229 749 96
437 838 81
633 766 99
501 440 74
802 541 22
612 807 64
952 295 21
92 433 53
127 389 27
223 158 70
566 69 24
134 277 98
391 30 55
412 132 26
538 145 10
353 150 77
209 660 28
197 273 57
79 905 50
997 864 89
557 595 44
905 602 63
774 986 71
599 422 12
172 313 46
585 758 32
765 64 16
241 465 66
612 681 66
795 464 6
279 399 75
288 978 90
356 333 98
352 85 84
656 951 59
842 570 77
450 100 33
375 292 1
767 462 72
110 393 7
593 491 78
145 359 13
611 343 88
852 269 56
11 709 95
749 232 49
533 520 97
803 14 31
111 944 89
831 50 57
121 0 31
210 423 76
618 211 98
785 310 7
694 782 37
371 192 7
136 233 93
11 692 5
446 645 57
323 724 97
986 856 67
263 460 100
21 475 62
352 329 32
350 589 33
460 407 84
673 675 71
76 510 67
596 135 14
987 154 78
18 689 63
640 986 58
600 778 42
766 934 30
68 630 18
553 836 61
811 652 24
431 656 22
152 533 100
103 208 17
26 715 53
932 822 51
650 859 94
740 933 27
869 22 29
345 848 63
843 109 23
845 762 57
687 476 50
459 281 69
629 194 100
339 433 45
582 922 19
208 696 49
95 510 97
599 767 81
861 972 6
4 972 30
307 878 91
85 821 97
328 313 47
118 454 94
607 994 71
152 80 36
386 148 16
378 130 68
56 865 49
940 425 18
646 945 82
961 694 92
931 425 92
3 823 38
705 390 5
126 494 21
941 261 82
481 899 2
694 609 71
277 845 36
25 515 5
629 335 78
2 429 51
72 652 7
913 139 33
211 523 53
635 464 58
851 590 40
905 277 77
102 185 95
914 453 79
970 799 7
492 5 61
441 904 62
615 914 75
280 692 54
473 901 48
63 258 26
927 215 38
373 680 31
576 433 81
726 135 54
763 917 55
528 503 44
337 592 93
427 737 77
96 443 51
339 245 17
705 809 62
773 737 87
79 427 11
528 570 39
498 109 58
874 320 2
203 356 1
846 770 56
797 686 76
643 563 84
126 520 73
542 384 21
572 46 53
435 22 76
734 560 17
500 215 78
566 718 94
942 653 72
155 800 87
928 277 82
484 934 43
501 628 38
766 615 65
368 961 90
830 945 71
907 270 46
517 914 1
640 266 37
380 525 74
244 312 25
585 628 60
235 966 28
205 279 7
212 762 53
995 487 81
942 546 44
427 158 84
994 305 60
477 285 83
457 914 17
14 42 70
889 680 70
472 732 8
238 466 8
953 945 35
414 884 91
216 75 84
703 696 38
47 32 12
686 390 48
6 164 1
391 880 20
873 213 23
268 80 89
327 955 79
915 561 10
739 765 28
259 673 63
720 694 69
934 49 87
638 723 23
90 93 48
244 11 71
836 832 78
861 596 51
518 935 23
119 337 3
307 43 95
60 889 83
266 217 59
128 547 27
204 952 29
61 673 96
512 347 40
23 422 14
607 708 96
501 940 38
455 460 65
704 381 55
564 916 33
292 622 67
465 629 14
726 177 5
991 689 75
442 453 15
969 361 95
191 100 35
307 390 74
471 765 84
734 335 22
917 63 26
713 544 84
945 48 3
314 882 43
449 838 55
44 606 53
227 396 28
551 336 8
604 873 93
423 166 89
234 11 73
105 819 38
139 655 91
421 653 78
796 303 70
985 406 2
945 151 89
926 330 48
616 226 28
635 461 50
473 757 79
340 521 89
468 463 81
794 18 52
105 452 94
213 919 58
200 407 16
680 100 46
779 699 26
295 266 62
666 281 20
579 249 17
796 627 46
713 536 90
133 144 39
341 610 44
453 933 24
205 875 52
85 829 52
201 741 44
677 901 7
312 566 73
679 657 58
777 510 5
802 136 83
412 520 90
248 956 1
662 550 48
799 466 2
30 253 14
207 589 32
648 958 94
881 34 15
103 164 66
753 496 47
444 659 36
667 91 64
305 536 84
264 761 86
856 134 32
823 415 51
553 317 45
530 819 33
447 631 57
468 294 27
30 258 95
619 21 100
671 910 99
5 598 62
923 490 17
186 967 83
127 407 98
719 941 22
79 314 62
409 760 72
64 226 28
171 191 25
309 508 57
643 567 70
656 382 86
322 301 37
636 454 97
631 709 12
549 188 94
363 20 58
348 316 78
280 576 23
653 937 47
71 825 71
416 646 73
258 22 67
37 859 48
28 278 44
744 556 76
523 655 2
306 583 98
142 908 26
781 201 49
758 110 31
71 236 54
839 246 24
822 820 66
148 469 17
668 952 56
694 963 12
122 799 64
613 957 54
401 420 43
416 883 2
354 761 82
746 501 9
382 472 74
106 152 81
959 205 44
739 961 70
396 692 53
726 666 70
200 935 98
428 471 33
579 741 52
407 520 55
797 894 20
618 322 25
349 724 68
539 88 65
261 620 61
74 998 92
610 345 36
478 744 44
55 795 82
33 172 45
524 126 94
465 212 84
202 815 23
577 494 39
3 574 42
373 540 44
685 254 68
899 70 98
732 170 10
948 861 49
669 723 94
78 804 47
408 76 98
794 706 71
7 793 57
941 212 79
572 996 57
387 857 47
45 235 72
850 975 30
210 619 97
7 914 48
331 350 12
948 770 38
61 886 38
789 210 81
783 200 91
709 930 35
233 799 29
259 209 18
463 763 68
766 677 54
839 427 16
583 873 63
788 643 22
657 636 54
197 281 63
575 398 13
975 655 72
988 158 72
764 394 76
503 885 12
711 567 39
545 590 60
778 145 30
96 994 69
48 866 98
332 446 6
279 2 57
705 850 85
64 846 4
114 943 92
966 939 64
659 880 50
143 677 28
611 822 71
631 486 100
779 211 42
855 739 61
909 307 62
911 912 80
390 69 21
714 448 83
627 184 42
432 678 28
233 818 62
429 437 96
99 588 97
987 266 54
79 866 93
821 221 8
771 206 95
578 672 55
495 525 32
363 546 93
193 269 37
192 820 99
374 167 23
980 310 97
562 524 86
70 884 32
317 718 73
476 539 90
491 734 48
726 403 2
317 237 19
547 442 19
900 208 79
606 116 74
667 748 2
84 348 27
740 604 68
272 362 16
693 822 69
932 13 84
259 916 38
196 745 63
347 35 46
668 525 16
382 639 18
218 7 37
261 889 36
993 947 37
231 116 15
512 439 98
57 912 63
115 166 40
739 899 93
380 883 79
268 495 17
252 107 18
515 861 20
97 50 20
383 21 92
207 883 74
935 818 8
304 560 58
356 295 38
204 84 100
440 729 88
698 942 36
914 642 17
582 536 91
310 935 1
88 921 75
830 547 26
427 336 29
534 106 93
629 430 58
598 804 60
992 85 95
460 653 20
854 664 22
851 433 51
761 301 17
581 904 94
146 638 90
21 363 97
495 157 70
104 212 82
796 414 8
25 89 71
490 658 32
550 912 31
283 162 93
524 761 81
793 815 48
179 243 27
84 406 30
186 430 11
743 212 53
458 16 46
240 215 88
533 501 31
300 432 31
975 747 90
924 478 68
353 290 90
729 184 99
850 619 90
284 184 87
468 740 57
971 770 49
581 448 6
880 13 99
232 876 83
627 474 93
201 892 3
309 95 56
125 566 63
137 558 55
510 332 84
771 358 75
879 675 52
670 466 7
873 931 36
393 55 7
773 106 84
420 192 84
752 25 4
50 455 70
519 335 52
783 765 47
709 327 89
61 754 23
989 662 10
861 484 62
75 817 2
788 382 1
114 315 48
54 807 97
937 296 31
548 153 45
856 224 15
416 89 47
577 512 76
93 907 8
457 434 57
410 905 71
414 629 49
915 179 92
34 481 87
444 27 48
871 787 23
633 528 16
21 173 88
302 107 6
402 1 66
656 154 27
270 480 77
349 784 77
741 609 57
547 193 41
124 294 41
829 44 19
564 941 29
710 979 31
489 807 82
702 520 54
70 515 43
628 494 53
398 235 10
781 352 10
686 841 68
981 779 74
751 649 65
22 270 46
163 436 33
375 918 30
167 616 65
792 976 22
188 264 76
165 436 57
505 354 91
710 217 33
713 53 27
823 525 50
837 803 42
593 753 17
339 466 100
960 716 21
161 333 63
232 820 52
194 886 92
746 882 36
397 926 87
755 478 41
164 578 25
801 486 30
135 823 2
430 438 42
772 47 98
607 466 78
493 399 47
653 740 92
574 650 8
914 431 66
492 738 65
551 607 5
194 600 39
298 548 98
351 655 29
66 185 73
145 885 94
831 977 68
301 950 42
734 98 84
835 262 20
449 521 10
205 649 85
527 257 65
815 455 78
359 874 45
782 37 58
162 322 62
572 248 85
171 444 48
215 195 71
738 787 57
594 129 25
192 62 20
991 814 65
355 723 52
330 956 4
943 354 84
973 468 35
425 196 75
960 961 93
154 118 76
737 770 49
191 629 99
928 399 89
238 853 71
959 671 22
761 545 76
970 436 71
12 776 17
235 449 28
889 298 87
633 725 88
563 832 33
514 919 97
336 248 93
999 11 44
288 958 92
650 342 1
580 107 19
4 115 78
524 346 35
916 580 29
122 468 68
673 768 45
988 79 79
278 971 75
142 900 85
429 406 81
212 682 16
285 263 61
994 427 14
888 831 65
140 366 20
21 415 73
539 195 53
725 174 54
557 962 97
230 6 48
601 867 82
316 775 25
247 635 87
401 212 79
980 683 72
544 967 3
344 459 96
645 246 43
803 7 77
687 917 57
460 608 19
657 513 60
490 594 8
931 955 42
506 880 52
97 370 13
178 752 77
831 123 68
597 232 38
303 645 91
171 575 25
459 484 37
838 999 11
617 206 54
663 607 58
769 778 36
128 734 5
818 422 17
207 377 69
740 872 65
687 6 63
995 810 74
194 247 17
340 798 24
727 632 31
157 478 11
687 102 50
190 246 68
996 177 8
15 314 90
548 624 86
543 508 12
837 242 53
800 743 51
519 661 16
28 109 71
403 423 25
229 531 36
944 261 31
60 327 13
362 606 56
976 390 17
296 166 39
104 169 98
741 161 95
922 716 42
918 896 8
0 153 65
74 575 16
344 599 37
403 809 46
300 545 1
719 344 10
463 435 81
485 837 51
559 312 9
852 396 78
803 856 40
824 699 58
223 940 24
440 406 20
158 850 30
484 279 48
564 481 39
371 618 16
463 698 56
372 862 73
314 254 21
420 250 39
902 293 79
563 627 1
547 52 5
398 124 5
547 765 65
684 746 45
714 827 2
25 541 87
196 684 17
904 110 58
785 676 77
471 426 33
278 988 9
161 707 95
961 548 20
929 965 97
799 392 97
974 731 99
920 710 15
951 741 5
707 546 98
457 437 30
154 390 74
964 142 68
947 399 42
438 315 70
251 422 77
181 388 40
248 724 59
834 260 29
480 782 71
429 356 59
659 120 41
467 780 49
420 924 93
564 887 12
885 969 76
229 943 13
791 648 55
551 216 6
734 450 91
900 799 67
976 456 62
125 269 63
288 243 77
781 409 67
692 508 88
361 541 7
742 952 66
132 766 43
70 775 5
253 125 87
237 455 90
510 711 33
731 494 98
414 916 27
892 342 59
623 595 62
465 867 43
32 76 23
936 24 24
659 737 55
151 406 26
131 169 59
159 185 75
281 474 46
972 270 68
74 773 85
789 417 3
610 133 17
263 831 100
46 784 78
286 230 19
525 349 93
857 674 44
0 644 74
730 599 6
599 13 83
470 685 46
168 602 40
128 961 27
827 298 41
367 22 48
427 760 41
640 521 28
821 371 10
729 181 69
769 334 91
529 404 50
862 27 4
343 826 85
465 759 43
365 99 97
806 281 8
997 434 12
805 528 15
673 83 60
779 639 28
376 692 68
924 231 36
788 231 13
896 194 92
353 526 100
67 946 24
769 156 99
278 829 31
516 853 15
68 566 13
917 851 50
264 619 93
536 518 20
300 210 62
557 980 52
45 25 64
376 164 67
293 977 31
660 466 82
992 164 21
997 196 3
805 615 47
709 791 89
982 684 91
770 619 48
957 976 55
149 83 45
773 471 35
697 85 37
343 324 85
549 709 75
176 524 30
231 211 68
363 733 70
882 638 76
716 863 81
167 460 52
330 860 23
488 227 11
774 567 57
85 138 80
506 587 31
792 985 87
614 244 22
173 74 34
532 562 75
651 812 96
486 96 83
261 484 31
227 300 99
783 66 27
859 525 41
138 484 36
370 744 59
169 98 22
383 865 5
195 672 69
190 139 84
562 918 40
66 759 12
612 960 29
721 752 87
553 260 85
938 643 22
243 92 37
74 951 27
447 571 44
698 369 43
568 684 52
65 678 5
763 664 5
577 977 23
382 77 31
320 238 82
91 436 7
603 331 88
828 951 24
649 209 50
175 676 52
351 455 23
408 84 59
84 650 79
311 322 40
800 375 31
569 698 95
291 394 1
238 527 33
3 936 4
396 264 73
687 194 24
130 353 81
471 311 75
739 215 17
601 408 78
903 611 1
68 945 6
352 959 85
314 506 44
20 214 8
886 996 90
915 93 52
239 351 94
577 280 81
698 248 60
573 532 81
144 835 71
698 485 99
462 355 79
807 978 80
169 44 63
220 314 28
697 657 62
276 411 59
962 496 60
41 33 86
435 339 17
231 469 2
806 79 21
11 714 4
603 420 20
517 932 66
915 463 40
518 903 94
538 448 13
446 675 19
897 907 76
61 853 90
729 124 53
965 827 7
547 550 24
919 990 80
13 170 3
212 374 29
155 253 79
374 683 97
207 878 10
777 902 56
341 999 15
565 641 75
322 631 38
437 335 93
58 830 76
902 464 84
4 906 53
390 283 12
148 236 36
882 923 66
419 105 35
260 787 80
622 801 7
103 830 29
972 670 75
631 160 85
106 527 46
754 748 24
406 318 87
471 827 78
539 573 68
961 888 96
454 739 19
250 611 76
751 934 82
225 227 64
686 431 36
80 412 65
45 926 17
428 854 92
837 575 49
158 952 57
659 822 38
948 120 11
331 718 22
147 738 68
996 163 95
369 348 73
333 156 68
286 385 77
654 769 4
866 281 99
607 471 9
735 960 82
632 188 27
948 998 91
427 946 50
339 448 61
718 279 1
332 124 81
205 75 35
687 207 71
349 475 45
51 753 80
358 793 90
714 487 53
719 677 15
420 437 6
421 588 84
167 636 98
56 417 15
9 276 77
628 770 30
393 351 9
252 847 37
513 242 4
797 50 56
857 860 90
919 423 91
79 636 64
885 324 49
725 85 12
208 153 78
704 625 65
303 321 82
186 758 60
312 440 20
520 690 24
5 58 92
145 624 58
701 464 99
801 648 19
478 753 2
565 66 88
438 83 54
169 403 5
808 554 76
744 914 24
659 143 77
213 194 36
617 520 38
345 51 31
529 781 85
669 304 93
11 641 3
237 298 79
325 219 61
990 596 86
259 471 46
584 227 14
451 779 76
393 750 52
252 523 2
627 920 11
450 381 81
492 931 90
731 655 24
55 21 57
231 972 16
984 787 24
686 55 51
862 998 73
254 612 57
206 773 50
474 800 90
742 55 98
356 749 5
157 196 79
610 525 63
434 921 58
920 355 23
163 273 76
116 330 64
704 777 41
379 144 92
842 299 12
549 896 94
916 849 26
357 889 19
412 442 46
111 202 30
115 383 81
949 764 28
46 920 75
588 867 45
680 570 54
891 930 53
51 15 6
323 20 18
148 823 3
809 161 35
568 867 65
962 441 33
816 452 27
568 840 30
614 64 94
654 880 39
900 524 46
943 395 35
587 343 19
122 940 41
851 355 84
806 943 2
676 219 41
797 241 57
562 814 6
63 842 39
718 562 94
591 471 15
514 248 70
125 157 43
56 430 16
390 98 1
908 612 49
28 715 79
825 518 12
492 788 77
464 591 21
491 590 71
319 698 36
10 629 52
190 947 84
998 680 39
983 944 7
122 74 56
881 844 3
560 761 18
466 769 84
354 820 30
218 199 60
70 651 38
405 137 82
32 105 28
562 26 18
549 72 6
671 684 9
752 608 60
35 284 53
326 638 100
182 458 12
742 158 12
944 922 29
353 698 64
609 983 61
48 145 57
852 731 34
646 468 79
885 726 83
121 756 18
221 334 9
656 459 12
546 914 38
319 338 29
768 280 91
113 386 56
899 485 46
369 510 48
68 30 90
609 987 66
886 910 100
775 725 45
959 986 91
584 123 32
314 0 100
862 198 92
137 173 64
392 910 22
185 636 77
82 18 99
427 385 80
583 661 23
322 297 62
402 234 46
771 814 75
513 459 77
147 191 90
699 759 81
217 640 23
495 634 83
602 516 63
764 235 59
805 375 65
976 899 80
99 729 52
75 802 63
686 733 25
351 343 54
807 985 63
406 803 10
260 757 41
805 48 11
648 560 43
261 947 22
199 46 11
818 971 35
788 455 46
376 569 50
237 758 62
586 293 39
585 364 10
619 303 38
485 404 35
915 95 27
241 131 94
846 879 16
620 655 11
524 112 59
146 418 94
375 958 95
744 97 62
258 953 86
902 324 97
517 718 13
882 942 69
17 28 24
398 827 29
650 840 36
257 666 82
716 492 17
45 668 21
2 128 48
619 313 62
589 873 64
795 708 80
315 26 28
577 717 65
202 734 74
490 199 90
681 149 51
388 110 84
721 163 56
226 318 79
175 165 89
495 41 66
681 589 5
600 602 24
644 125 34
249 903 3
282 506 98
867 774 79
180 931 86
854 999 87
434 895 66
903 355 95
849 549 38
906 230 47
486 666 59
561 354 94
174 110 25
871 232 12
809 303 16
745 905 74
992 579 48
852 349 11
178 997 91
645 144 22
428 261 27
823 668 2
693 936 56
614 492 87
942 988 24
7 733 84
793 207 79
631 435 78
915 370 41
423 82 15
193 333 67
124 916 84
339 439 30
899 295 29
480 415 88
476 645 7
533 110 78
36 262 24
419 602 70
208 132 48
107 655 1
699 795 97
386 709 81
81 16 94
210 878 88
828 183 73
375 363 29
298 233 30
168 387 97
462 773 47
320 635 18
316 98 60
538 525 100
467 898 81
25 642 9
349 659 81
837 311 78
391 815 25
814 625 27
755 898 90
706 75 22
329 391 71
796 887 42
644 390 71
630 125 22
733 630 6
771 55 49
690 183 36
435 928 99
35 187 33
289 706 35
138 216 95
757 30 84
935 162 2
917 758 60
679 197 19
328 121 94
566 536 68
487 226 87
102 326 7
11 507 41
810 12 28
39 119 73
838 29 100
939 881 5
427 759 44
735 104 62
409 371 100
573 957 4
182 977 90
291 143 24
523 617 95
877 108 85
821 150 9
271 592 87
144 739 12
511 399 49
378 324 62
566 876 92
653 605 3
180 952 93
963 37 33
682 378 48
230 262 39
382 493 22
678 558 91
119 930 15
289 686 28
990 13 30
264 375 3
668 294 98
67 971 48
900 166 50
645 556 84
558 275 20
142 277 71
785 273 99
143 360 61
315 245 55
687 769 10
345 789 9
441 7 37
806 908 17
268 79 95
74 810 38
291 270 72
698 122 13
767 325 39
414 529 92
357 348 4
712 554 26
865 497 33
94 631 55
323 691 70
11 394 43
733 300 38
534 729 98
607 600 82
551 469 35
272 69 48
676 463 67
751 865 43
400 200 48
3 957 16
117 169 14
488 191 72
598 14 2
0 353 92
160 342 6
68 643 93
433 998 77
817 158 70
661 378 2
87 82 10
235 591 4
271 12 31
860 940 35
806 386 5
311 684 51
19 663 62
474 555 38
663 253 88
812 134 67
774 636 83
968 348 69
588 255 25
554 795 68
852 850 77
874 927 18
90 762 13
919 115 25
2 583 60
167 382 2
86 682 2
13 467 51
283 979 80
210 851 36
311 561 38
144 151 1
204 975 56
266 719 89
797 574 35
275 363 27
790 946 93
740 986 43
341 682 32
845 695 5
740 98 43
394 414 55
410 281 49
805 220 89
162 310 32
365 104 37
578 989 58
492 589 88
681 144 91
85 729 88
21 699 8
327 898 93
351 602 86
621 875 90
160 765 20
197 775 100
744 386 40
458 149 43
112 854 88
954 169 22
311 191 71
298 588 61
192 268 66
387 946 21
634 917 52
949 659 42
27 759 93
698 793 38
462 140 31
701 44 48
583 579 77
762 33 55
934 922 84
541 558 57
555 243 86
562 69 50
402 713 74
266 189 68
59 619 79
777 394 14
866 236 27
523 194 68
775 276 37
592 421 65
190 273 28
800 295 58
301 218 14
504 886 48
759 938 13
484 985 79
186 458 51
636 797 92
610 593 26
871 790 56
534 510 52
293 839 26
629 746 32
610 1 90
336 782 38
799 708 48
783 841 77
712 318 65
208 115 41
897 244 15
490 568 80
107 289 75
104 644 89
132 185 40
799 231 51
613 333 78
550 919 8
577 870 47
700 870 51
519 599 27
419 805 44
258 839 31
296 556 21
834 767 45
181 881 27
812 219 73
3 776 81
833 514 28
233 244 30
984 494 28
460 32 83
984 294 99
652 763 57
20 859 75
752 470 78
368 724 94
969 831 83
107 485 87
961 775 96
351 316 90
900 493 71
22 971 22
800 133 31
79 795 44
239 287 80
191 471 48
420 696 33
17 919 15
520 502 41
936 554 37
460 305 10
874 661 71
769 675 77
830 570 79
248 929 23
736 317 99
770 23 35
263 730 67
561 487 79
846 724 36
288 618 43
4 422 65
923 127 86
801 959 56
132 13 66
372 314 65
128 551 78
516 857 91
893 389 66
451 42 86
311 668 17
983 476 81
943 388 92
877 240 64
506 633 64
614 613 37
729 119 60
722 66 20
964 265 49
514 597 32
782 253 37
998 771 79
72 847 24
145 320 47
548 310 44
806 278 60
585 217 39
317 579 37
757 737 57
155 705 21
726 78 74
155 867 9
14 230 12
28 774 68
374 419 31
112 853 82
56 100 27
722 840 47
786 312 61
375 514 76
442 57 28
950 737 77
863 719 73
138 670 85
637 762 47
592 122 63
527 389 83
800 887 29
675 130 3
102 643 31
623 629 50
481 183 60
38 553 16
954 53 53
320 748 54
877 305 77
281 562 66
107 85 79
230 167 70
280 347 42
45 615 44
178 751 63
114 435 93
170 503 75
725 588 53
750 517 18
547 885 54
601 499 58
481 344 58
888 76 13
684 703 68
171 992 89
374 292 58
635 252 65
558 795 45
910 100 48
37 142 95
933 19 32
428 758 100
304 290 90
95 223 39
184 443 7
567 659 14
947 934 81
777 216 21
616 147 7
940 70 57
432 829 16
888 720 81
262 180 30
491 486 69
823 729 8
895 332 12
791 507 24
19 691 92
745 541 35
3 277 99
240 479 49
869 457 30
301 463 40
300 377 82
827 7 32
615 729 39
203 750 74
560 225 56
99 360 66
563 452 87
645 171 94
60 218 35
394 82 33
972 128 31
645 316 54
854 541 61
661 265 30
450 15 4
721 270 99
676 334 80
414 706 17
637 883 87
749 947 44
656 247 63
442 184 36
977 378 22
892 305 1
19 30 81
953 941 26
451 481 3
637 66 55
892 477 42
700 435 36
620 651 41
419 965 22
812 103 72
171 863 70
167 871 85
270 76 90
543 792 71
860 504 26
556 297 79
896 493 5
430 187 42
41 288 65
128 303 36
15 307 68
152 729 13
245 630 65
960 403 4
417 478 43
812 520 75
38 545 75
250 261 91
251 997 59
96 614 59
984 469 9
164 419 15
510 220 49
737 355 85
875 239 3
497 220 95
753 896 27
96 138 85
413 228 64
678 854 29
489 925 35
690 68 91
91 494 50
827 370 37
711 968 17
387 67 82
106 26 28
378 503 73
683 969 2
43 422 11
748 759 17
502 603 42
668 545 46
260 703 41
860 733 64
88 714 15
757 64 66
868 414 81
896 69 75
841 116 86
969 225 74
954 707 9
595 675 46
663 227 70
516 422 18
593 275 41
547 348 23
569 461 42
582 320 89
97 88 92
877 864 99
106 305 40
145 933 48
533 31 24
249 294 37
279 926 65
468 617 54
549 973 82
942 713 89
337 858 89
658 831 14
598 58 34
666 173 10
826 374 64
33 967 67
619 99 55
240 278 77
293 398 35
165 478 47
872 376 91
515 590 13
593 619 22
563 252 55
159 934 52
363 883 66
787 442 16
473 587 12
81 247 91
63 249 67
533 784 68
661 572 85
512 659 8
139 921 26
27 643 86
978 438 46
525 47 15
764 970 96
191 193 47
725 213 46
56 944 92
168 16 46
238 730 61
843 535 73
843 154 11
973 448 31
831 953 9
372 287 66
530 792 32
901 794 58
876 526 21
540 917 23
334 487 92
419 542 75
811 775 77
899 780 87
431 933 52
872 703 78
869 724 9
916 645 99
198 872 48
198 256 53
22 634 33
116 673 43
386 263 67
161 59 80
230 948 64
584 630 55
681 344 86
988 681 86
426 245 79
658 592 46
57 671 65
703 623 70
800 827 28
334 755 16
623 977 3
511 168 83
721 202 6
897 669 89
565 61 92
844 961 93
377 45 47
246 263 87
335 133 52
189 588 45
100 599 82
275 763 45
534 617 28
911 806 93
537 160 10
727 343 29
876 860 76
984 277 93
554 976 84
787 590 18
511 347 88
569 846 60
425 529 24
826 314 12
341 907 66
485 746 98
931 79 37
419 245 91
813 907 16
670 585 9
794 298 41
544 892 10
420 509 33
482 619 2
216 161 31
584 580 71
571 60 85
529 431 60
211 622 39
447 30 25
567 456 81
473 748 93
54 873 96
950 388 9
886 668 24
204 497 96
379 687 12
48 407 10
567 764 2
264 598 90
290 490 28
717 507 31
965 76 85
970 724 76
315 46 96
486 163 17
91 849 1
776 687 4
449 139 5
514 638 57
22 248 69
742 646 10
953 821 1
542 730 74
810 477 34
135 273 72
820 31 92
89 686 71
913 370 70
581 504 13
603 742 3
751 696 64
481 139 97
595 582 64
3 380 6
828 810 76
732 499 68
552 941 72
544 753 100
862 806 45
369 343 89
651 308 49
445 835 30
